* Measurement data measured by REW V5.31.3
* Format: 512k Log Swept Sine, 1 sweep at -12.0 dBFS with no timing reference
* Dated: Apr 18, 2025, 8:25:02 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: IR window: 0ms left, 2ms right
* Measurement: Piega
* Smoothing: None
* Frequency Step: 0.36621097 Hz
* Start Frequency: 1000.1221 Hz
*
* Freq(Hz), SPL(dB), Phase(degrees)
1277.709984, 56.484, -178.5037
1278.076194, 56.512, -178.5240
1278.442405, 56.540, -178.5444
1278.808616, 56.567, -178.5652
1279.174827, 56.595, -178.5862
1279.541038, 56.622, -178.6077
1279.907249, 56.649, -178.6291
1280.273460, 56.677, -178.6508
1280.639671, 56.704, -178.6729
1281.005882, 56.731, -178.6951
1281.372093, 56.758, -178.7177
1281.738304, 56.785, -178.7404
1282.104515, 56.812, -178.7635
1282.470726, 56.839, -178.7868
1282.836937, 56.866, -178.8102
1283.203148, 56.892, -178.8340
1283.569359, 56.919, -178.8580
1283.935570, 56.945, -178.8821
1284.301781, 56.972, -178.9066
1284.667992, 56.998, -178.9313
1285.034203, 57.024, -178.9561
1285.400414, 57.050, -178.9813
1285.766625, 57.077, -179.0066
1286.132836, 57.103, -179.0320
1286.499047, 57.129, -179.0578
1286.865258, 57.154, -179.0839
1287.231469, 57.180, -179.1100
1287.597680, 57.206, -179.1363
1287.963891, 57.232, -179.1629
1288.330102, 57.257, -179.1898
1288.696313, 57.283, -179.2167
1289.062524, 57.308, -179.2440
1289.428734, 57.334, -179.2713
1289.794945, 57.359, -179.2989
1290.161156, 57.384, -179.3267
1290.527367, 57.409, -179.3546
1290.893578, 57.434, -179.3829
1291.259789, 57.459, -179.4111
1291.626000, 57.484, -179.4397
1291.992211, 57.509, -179.4684
1292.358422, 57.534, -179.4974
1292.724633, 57.558, -179.5264
1293.090844, 57.583, -179.5557
1293.457055, 57.608, -179.5851
1293.823266, 57.632, -179.6147
1294.189477, 57.657, -179.6446
1294.555688, 57.681, -179.6746
1294.921899, 57.705, -179.7047
1295.288110, 57.729, -179.7350
1295.654321, 57.754, -179.7655
1296.020532, 57.778, -179.7962
1296.386743, 57.802, -179.8270
1296.752954, 57.826, -179.8578
1297.119165, 57.849, -179.8890
1297.485376, 57.873, -179.9203
1297.851587, 57.897, -179.9518
1298.217798, 57.921, -179.9833
1298.584009, 57.944, 179.9849
1298.950220, 57.968, 179.9529
1299.316431, 57.991, 179.9209
1299.682642, 58.015, 179.8888
1300.048853, 58.038, 179.8563
1300.415064, 58.061, 179.8238
1300.781274, 58.084, 179.7912
1301.147485, 58.107, 179.7583
1301.513696, 58.131, 179.7254
1301.879907, 58.154, 179.6924
1302.246118, 58.176, 179.6591
1302.612329, 58.199, 179.6257
1302.978540, 58.222, 179.5923
1303.344751, 58.245, 179.5587
1303.710962, 58.268, 179.5249
1304.077173, 58.290, 179.4909
1304.443384, 58.313, 179.4569
1304.809595, 58.335, 179.4227
1305.175806, 58.358, 179.3885
1305.542017, 58.380, 179.3540
1305.908228, 58.402, 179.3194
1306.274439, 58.425, 179.2847
1306.640650, 58.447, 179.2500
1307.006861, 58.469, 179.2151
1307.373072, 58.491, 179.1801
1307.739283, 58.513, 179.1449
1308.105494, 58.535, 179.1096
1308.471705, 58.557, 179.0742
1308.837916, 58.579, 179.0386
1309.204127, 58.600, 179.0030
1309.570338, 58.622, 178.9672
1309.936549, 58.644, 178.9314
1310.302760, 58.665, 178.8954
1310.668971, 58.686, 178.8594
1311.035182, 58.708, 178.8232
1311.401393, 58.729, 178.7868
1311.767603, 58.750, 178.7504
1312.133814, 58.771, 178.7139
1312.500025, 58.792, 178.6773
1312.866236, 58.814, 178.6405
1313.232447, 58.834, 178.6037
1313.598658, 58.855, 178.5667
1313.964869, 58.876, 178.5297
1314.331080, 58.897, 178.4925
1314.697291, 58.918, 178.4552
1315.063502, 58.939, 178.4180
1315.429713, 58.959, 178.3806
1315.795924, 58.980, 178.3431
1316.162135, 59.000, 178.3054
1316.528346, 59.021, 178.2677
1316.894557, 59.041, 178.2298
1317.260768, 59.062, 178.1920
1317.626979, 59.082, 178.1539
1317.993190, 59.102, 178.1159
1318.359401, 59.122, 178.0776
1318.725612, 59.143, 178.0395
1319.091823, 59.163, 178.0011
1319.458034, 59.183, 177.9627
1319.824245, 59.203, 177.9240
1320.190456, 59.223, 177.8855
1320.556667, 59.242, 177.8468
1320.922878, 59.262, 177.8080
1321.289089, 59.282, 177.7691
1321.655300, 59.302, 177.7302
1322.021511, 59.321, 177.6912
1322.387722, 59.341, 177.6522
1322.753933, 59.361, 177.6130
1323.120143, 59.380, 177.5737
1323.486354, 59.399, 177.5344
1323.852565, 59.419, 177.4949
1324.218776, 59.438, 177.4554
1324.584987, 59.458, 177.4159
1324.951198, 59.477, 177.3762
1325.317409, 59.496, 177.3366
1325.683620, 59.515, 177.2968
1326.049831, 59.534, 177.2569
1326.416042, 59.553, 177.2171
1326.782253, 59.572, 177.1771
1327.148464, 59.591, 177.1370
1327.514675, 59.610, 177.0969
1327.880886, 59.629, 177.0567
1328.247097, 59.648, 177.0165
1328.613308, 59.666, 176.9762
1328.979519, 59.685, 176.9357
1329.345730, 59.704, 176.8953
1329.711941, 59.722, 176.8548
1330.078152, 59.741, 176.8142
1330.444363, 59.759, 176.7736
1330.810574, 59.778, 176.7329
1331.176785, 59.796, 176.6922
1331.542996, 59.814, 176.6513
1331.909207, 59.833, 176.6104
1332.275418, 59.851, 176.5695
1332.641629, 59.869, 176.5285
1333.007840, 59.887, 176.4875
1333.374051, 59.905, 176.4464
1333.740262, 59.923, 176.4052
1334.106472, 59.941, 176.3641
1334.472683, 59.959, 176.3228
1334.838894, 59.977, 176.2814
1335.205105, 59.995, 176.2400
1335.571316, 60.013, 176.1986
1335.937527, 60.031, 176.1572
1336.303738, 60.048, 176.1156
1336.669949, 60.066, 176.0740
1337.036160, 60.084, 176.0325
1337.402371, 60.101, 175.9908
1337.768582, 60.119, 175.9491
1338.134793, 60.136, 175.9072
1338.501004, 60.154, 175.8655
1338.867215, 60.171, 175.8236
1339.233426, 60.189, 175.7817
1339.599637, 60.206, 175.7397
1339.965848, 60.223, 175.6978
1340.332059, 60.240, 175.6557
1340.698270, 60.258, 175.6136
1341.064481, 60.275, 175.5715
1341.430692, 60.292, 175.5293
1341.796903, 60.309, 175.4871
1342.163114, 60.326, 175.4449
1342.529325, 60.343, 175.4026
1342.895536, 60.360, 175.3602
1343.261747, 60.377, 175.3179
1343.627958, 60.394, 175.2755
1343.994169, 60.411, 175.2329
1344.360380, 60.428, 175.1905
1344.726591, 60.445, 175.1480
1345.092802, 60.462, 175.1055
1345.459012, 60.478, 175.0629
1345.825223, 60.495, 175.0203
1346.191434, 60.512, 174.9776
1346.557645, 60.528, 174.9349
1346.923856, 60.545, 174.8922
1347.290067, 60.561, 174.8494
1347.656278, 60.578, 174.8065
1348.022489, 60.594, 174.7638
1348.388700, 60.610, 174.7209
1348.754911, 60.627, 174.6780
1349.121122, 60.643, 174.6352
1349.487333, 60.659, 174.5922
1349.853544, 60.676, 174.5492
1350.219755, 60.692, 174.5063
1350.585966, 60.708, 174.4632
1350.952177, 60.724, 174.4200
1351.318388, 60.740, 174.3770
1351.684599, 60.756, 174.3340
1352.050810, 60.772, 174.2908
1352.417021, 60.788, 174.2476
1352.783232, 60.804, 174.2044
1353.149443, 60.819, 174.1612
1353.515654, 60.835, 174.1180
1353.881865, 60.851, 174.0746
1354.248076, 60.867, 174.0314
1354.614287, 60.882, 173.9881
1354.980498, 60.898, 173.9447
1355.346709, 60.914, 173.9014
1355.712920, 60.929, 173.8580
1356.079131, 60.945, 173.8147
1356.445341, 60.960, 173.7712
1356.811552, 60.976, 173.7278
1357.177763, 60.991, 173.6843
1357.543974, 61.006, 173.6409
1357.910185, 61.022, 173.5974
1358.276396, 61.037, 173.5538
1358.642607, 61.052, 173.5103
1359.008818, 61.067, 173.4668
1359.375029, 61.082, 173.4232
1359.741240, 61.098, 173.3796
1360.107451, 61.113, 173.3360
1360.473662, 61.128, 173.2924
1360.839873, 61.143, 173.2488
1361.206084, 61.158, 173.2051
1361.572295, 61.173, 173.1615
1361.938506, 61.187, 173.1179
1362.304717, 61.202, 173.0741
1362.670928, 61.217, 173.0304
1363.037139, 61.232, 172.9867
1363.403350, 61.247, 172.9430
1363.769561, 61.261, 172.8993
1364.135772, 61.276, 172.8556
1364.501983, 61.291, 172.8118
1364.868194, 61.305, 172.7680
1365.234405, 61.320, 172.7242
1365.600616, 61.334, 172.6804
1365.966827, 61.349, 172.6366
1366.333038, 61.363, 172.5929
1366.699249, 61.377, 172.5491
1367.065460, 61.392, 172.5052
1367.431671, 61.406, 172.4614
1367.797881, 61.420, 172.4175
1368.164092, 61.435, 172.3736
1368.530303, 61.449, 172.3298
1368.896514, 61.463, 172.2860
1369.262725, 61.477, 172.2421
1369.628936, 61.491, 172.1982
1369.995147, 61.505, 172.1543
1370.361358, 61.519, 172.1105
1370.727569, 61.533, 172.0666
1371.093780, 61.547, 172.0228
1371.459991, 61.561, 171.9788
1371.826202, 61.575, 171.9350
1372.192413, 61.589, 171.8911
1372.558624, 61.602, 171.8471
1372.924835, 61.616, 171.8033
1373.291046, 61.630, 171.7594
1373.657257, 61.643, 171.7155
1374.023468, 61.657, 171.6716
1374.389679, 61.670, 171.6276
1374.755890, 61.684, 171.5837
1375.122101, 61.697, 171.5399
1375.488312, 61.711, 171.4959
1375.854523, 61.724, 171.4521
1376.220734, 61.738, 171.4081
1376.586945, 61.751, 171.3642
1376.953156, 61.764, 171.3203
1377.319367, 61.777, 171.2764
1377.685578, 61.791, 171.2325
1378.051789, 61.804, 171.1886
1378.418000, 61.817, 171.1447
1378.784211, 61.830, 171.1008
1379.150421, 61.843, 171.0570
1379.516632, 61.856, 171.0131
1379.882843, 61.869, 170.9692
1380.249054, 61.882, 170.9254
1380.615265, 61.895, 170.8814
1380.981476, 61.908, 170.8376
1381.347687, 61.921, 170.7938
1381.713898, 61.934, 170.7499
1382.080109, 61.947, 170.7061
1382.446320, 61.959, 170.6622
1382.812531, 61.972, 170.6184
1383.178742, 61.985, 170.5746
1383.544953, 61.998, 170.5307
1383.911164, 62.010, 170.4869
1384.277375, 62.023, 170.4431
1384.643586, 62.035, 170.3993
1385.009797, 62.048, 170.3555
1385.376008, 62.061, 170.3118
1385.742219, 62.073, 170.2681
1386.108430, 62.085, 170.2243
1386.474641, 62.098, 170.1805
1386.840852, 62.110, 170.1368
1387.207063, 62.123, 170.0931
1387.573274, 62.135, 170.0494
1387.939485, 62.147, 170.0057
1388.305696, 62.160, 169.9621
1388.671907, 62.172, 169.9184
1389.038118, 62.184, 169.8747
1389.404329, 62.196, 169.8309
1389.770540, 62.208, 169.7873
1390.136750, 62.220, 169.7437
1390.502961, 62.232, 169.7001
1390.869172, 62.245, 169.6566
1391.235383, 62.257, 169.6129
1391.601594, 62.269, 169.5694
1391.967805, 62.281, 169.5258
1392.334016, 62.292, 169.4822
1392.700227, 62.304, 169.4388
1393.066438, 62.316, 169.3953
1393.432649, 62.328, 169.3517
1393.798860, 62.340, 169.3082
1394.165071, 62.352, 169.2649
1394.531282, 62.363, 169.2213
1394.897493, 62.375, 169.1779
1395.263704, 62.387, 169.1345
1395.629915, 62.398, 169.0911
1395.996126, 62.410, 169.0477
1396.362337, 62.422, 169.0044
1396.728548, 62.433, 168.9610
1397.094759, 62.445, 168.9177
1397.460970, 62.456, 168.8744
1397.827181, 62.468, 168.8310
1398.193392, 62.479, 168.7878
1398.559603, 62.491, 168.7446
1398.925814, 62.502, 168.7014
1399.292025, 62.513, 168.6582
1399.658236, 62.525, 168.6149
1400.024447, 62.536, 168.5718
1400.390658, 62.547, 168.5286
1400.756869, 62.558, 168.4855
1401.123080, 62.570, 168.4424
1401.489290, 62.581, 168.3993
1401.855501, 62.592, 168.3563
1402.221712, 62.603, 168.3132
1402.587923, 62.614, 168.2703
1402.954134, 62.625, 168.2272
1403.320345, 62.636, 168.1842
1403.686556, 62.647, 168.1413
1404.052767, 62.658, 168.0983
1404.418978, 62.669, 168.0555
1404.785189, 62.680, 168.0126
1405.151400, 62.691, 167.9698
1405.517611, 62.702, 167.9270
1405.883822, 62.713, 167.8842
1406.250033, 62.724, 167.8414
1406.616244, 62.735, 167.7986
1406.982455, 62.746, 167.7558
1407.348666, 62.757, 167.7132
1407.714877, 62.768, 167.6705
1408.081088, 62.779, 167.6278
1408.447299, 62.789, 167.5852
1408.813510, 62.800, 167.5426
1409.179721, 62.811, 167.5000
1409.545932, 62.821, 167.4575
1409.912143, 62.832, 167.4150
1410.278354, 62.843, 167.3725
1410.644565, 62.853, 167.3300
1411.010776, 62.864, 167.2876
1411.376987, 62.874, 167.2452
1411.743198, 62.885, 167.2028
1412.109409, 62.895, 167.1605
1412.475619, 62.906, 167.1182
1412.841830, 62.916, 167.0759
1413.208041, 62.927, 167.0335
1413.574252, 62.937, 166.9913
1413.940463, 62.947, 166.9491
1414.306674, 62.958, 166.9070
1414.672885, 62.968, 166.8648
1415.039096, 62.978, 166.8227
1415.405307, 62.988, 166.7806
1415.771518, 62.999, 166.7386
1416.137729, 63.009, 166.6966
1416.503940, 63.019, 166.6546
1416.870151, 63.029, 166.6126
1417.236362, 63.039, 166.5707
1417.602573, 63.049, 166.5288
1417.968784, 63.059, 166.4870
1418.334995, 63.069, 166.4452
1418.701206, 63.079, 166.4033
1419.067417, 63.089, 166.3616
1419.433628, 63.099, 166.3198
1419.799839, 63.109, 166.2782
1420.166050, 63.119, 166.2365
1420.532261, 63.129, 166.1949
1420.898472, 63.139, 166.1532
1421.264683, 63.149, 166.1117
1421.630894, 63.158, 166.0702
1421.997105, 63.168, 166.0288
1422.363316, 63.178, 165.9873
1422.729527, 63.188, 165.9458
1423.095738, 63.197, 165.9045
1423.461949, 63.207, 165.8631
1423.828159, 63.217, 165.8218
1424.194370, 63.226, 165.7806
1424.560581, 63.236, 165.7393
1424.926792, 63.245, 165.6981
1425.293003, 63.255, 165.6569
1425.659214, 63.264, 165.6158
1426.025425, 63.274, 165.5747
1426.391636, 63.283, 165.5337
1426.757847, 63.293, 165.4927
1427.124058, 63.302, 165.4517
1427.490269, 63.312, 165.4107
1427.856480, 63.321, 165.3699
1428.222691, 63.330, 165.3290
1428.588902, 63.340, 165.2882
1428.955113, 63.349, 165.2473
1429.321324, 63.358, 165.2066
1429.687535, 63.367, 165.1659
1430.053746, 63.377, 165.1252
1430.419957, 63.386, 165.0846
1430.786168, 63.395, 165.0440
1431.152379, 63.404, 165.0035
1431.518590, 63.413, 164.9630
1431.884801, 63.422, 164.9225
1432.251012, 63.432, 164.8821
1432.617223, 63.441, 164.8417
1432.983434, 63.450, 164.8014
1433.349645, 63.459, 164.7611
1433.715856, 63.468, 164.7208
1434.082067, 63.477, 164.6806
1434.448278, 63.486, 164.6404
1434.814489, 63.494, 164.6003
1435.180699, 63.503, 164.5602
1435.546910, 63.512, 164.5201
1435.913121, 63.521, 164.4801
1436.279332, 63.530, 164.4402
1436.645543, 63.538, 164.4002
1437.011754, 63.547, 164.3604
1437.377965, 63.556, 164.3205
1437.744176, 63.564, 164.2807
1438.110387, 63.573, 164.2410
1438.476598, 63.582, 164.2012
1438.842809, 63.590, 164.1616
1439.209020, 63.599, 164.1220
1439.575231, 63.607, 164.0824
1439.941442, 63.616, 164.0429
1440.307653, 63.624, 164.0034
1440.673864, 63.633, 163.9639
1441.040075, 63.641, 163.9246
1441.406286, 63.649, 163.8852
1441.772497, 63.658, 163.8460
1442.138708, 63.666, 163.8067
1442.504919, 63.674, 163.7675
1442.871130, 63.683, 163.7283
1443.237341, 63.691, 163.6892
1443.603552, 63.699, 163.6502
1443.969763, 63.707, 163.6112
1444.335974, 63.716, 163.5721
1444.702185, 63.724, 163.5332
1445.068396, 63.732, 163.4944
1445.434607, 63.740, 163.4556
1445.800818, 63.748, 163.4167
1446.167028, 63.756, 163.3780
1446.533239, 63.764, 163.3393
1446.899450, 63.772, 163.3007
1447.265661, 63.780, 163.2621
1447.631872, 63.788, 163.2235
1447.998083, 63.796, 163.1850
1448.364294, 63.804, 163.1467
1448.730505, 63.812, 163.1082
1449.096716, 63.820, 163.0699
1449.462927, 63.828, 163.0316
1449.829138, 63.836, 162.9933
1450.195349, 63.844, 162.9552
1450.561560, 63.852, 162.9170
1450.927771, 63.860, 162.8789
1451.293982, 63.867, 162.8409
1451.660193, 63.875, 162.8029
1452.026404, 63.883, 162.7650
1452.392615, 63.891, 162.7271
1452.758826, 63.898, 162.6893
1453.125037, 63.906, 162.6515
1453.491248, 63.914, 162.6137
1453.857459, 63.921, 162.5760
1454.223670, 63.929, 162.5384
1454.589881, 63.937, 162.5008
1454.956092, 63.944, 162.4633
1455.322303, 63.952, 162.4258
1455.688514, 63.959, 162.3884
1456.054725, 63.967, 162.3510
1456.420936, 63.974, 162.3137
1456.787147, 63.982, 162.2764
1457.153358, 63.989, 162.2392
1457.519568, 63.997, 162.2021
1457.885779, 64.004, 162.1650
1458.251990, 64.012, 162.1279
1458.618201, 64.019, 162.0910
1458.984412, 64.026, 162.0540
1459.350623, 64.034, 162.0171
1459.716834, 64.041, 161.9803
1460.083045, 64.048, 161.9435
1460.449256, 64.056, 161.9068
1460.815467, 64.063, 161.8701
1461.181678, 64.070, 161.8335
1461.547889, 64.077, 161.7970
1461.914100, 64.085, 161.7604
1462.280311, 64.092, 161.7240
1462.646522, 64.099, 161.6876
1463.012733, 64.106, 161.6514
1463.378944, 64.113, 161.6150
1463.745155, 64.120, 161.5789
1464.111366, 64.127, 161.5426
1464.477577, 64.134, 161.5066
1464.843788, 64.142, 161.4706
1465.209999, 64.149, 161.4345
1465.576210, 64.156, 161.3986
1465.942421, 64.163, 161.3628
1466.308632, 64.170, 161.3269
1466.674843, 64.176, 161.2911
1467.041054, 64.183, 161.2554
1467.407265, 64.190, 161.2198
1467.773476, 64.197, 161.1842
1468.139687, 64.204, 161.1487
1468.505897, 64.211, 161.1132
1468.872108, 64.218, 161.0779
1469.238319, 64.225, 161.0425
1469.604530, 64.231, 161.0072
1469.970741, 64.238, 160.9720
1470.336952, 64.245, 160.9368
1470.703163, 64.252, 160.9017
1471.069374, 64.259, 160.8666
1471.435585, 64.266, 160.8317
1471.801796, 64.272, 160.7967
1472.168007, 64.279, 160.7618
1472.534218, 64.286, 160.7271
1472.900429, 64.293, 160.6923
1473.266640, 64.299, 160.6576
1473.632851, 64.306, 160.6230
1473.999062, 64.313, 160.5884
1474.365273, 64.319, 160.5539
1474.731484, 64.326, 160.5195
1475.097695, 64.333, 160.4851
1475.463906, 64.339, 160.4507
1475.830117, 64.346, 160.4165
1476.196328, 64.353, 160.3823
1476.562539, 64.359, 160.3482
1476.928750, 64.366, 160.3141
1477.294961, 64.372, 160.2801
1477.661172, 64.379, 160.2461
1478.027383, 64.385, 160.2122
1478.393594, 64.392, 160.1785
1478.759805, 64.398, 160.1447
1479.126016, 64.405, 160.1110
1479.492227, 64.411, 160.0773
1479.858437, 64.417, 160.0438
1480.224648, 64.424, 160.0103
1480.590859, 64.430, 159.9769
1480.957070, 64.436, 159.9434
1481.323281, 64.443, 159.9102
1481.689492, 64.449, 159.8769
1482.055703, 64.455, 159.8437
1482.421914, 64.462, 159.8106
1482.788125, 64.468, 159.7775
1483.154336, 64.474, 159.7445
1483.520547, 64.480, 159.7117
1483.886758, 64.487, 159.6788
1484.252969, 64.493, 159.6460
1484.619180, 64.499, 159.6133
1484.985391, 64.505, 159.5806
1485.351602, 64.511, 159.5480
1485.717813, 64.517, 159.5155
1486.084024, 64.524, 159.4830
1486.450235, 64.530, 159.4506
1486.816446, 64.536, 159.4183
1487.182657, 64.542, 159.3861
1487.548868, 64.548, 159.3538
1487.915079, 64.554, 159.3217
1488.281290, 64.560, 159.2896
1488.647501, 64.566, 159.2576
1489.013712, 64.572, 159.2257
1489.379923, 64.578, 159.1938
1489.746134, 64.584, 159.1620
1490.112345, 64.590, 159.1303
1490.478556, 64.596, 159.0987
1490.844766, 64.601, 159.0671
1491.210977, 64.607, 159.0356
1491.577188, 64.613, 159.0041
1491.943399, 64.619, 158.9727
1492.309610, 64.625, 158.9415
1492.675821, 64.631, 158.9102
1493.042032, 64.637, 158.8790
1493.408243, 64.642, 158.8479
1493.774454, 64.648, 158.8168
1494.140665, 64.654, 158.7858
1494.506876, 64.660, 158.7550
1494.873087, 64.665, 158.7241
1495.239298, 64.671, 158.6934
1495.605509, 64.677, 158.6627
1495.971720, 64.682, 158.6321
1496.337931, 64.688, 158.6015
1496.704142, 64.694, 158.5711
1497.070353, 64.699, 158.5406
1497.436564, 64.705, 158.5103
1497.802775, 64.711, 158.4800
1498.168986, 64.716, 158.4498
1498.535197, 64.722, 158.4197
1498.901408, 64.727, 158.3896
1499.267619, 64.733, 158.3596
1499.633830, 64.738, 158.3298
1500.000041, 64.744, 158.2999
1500.366252, 64.749, 158.2701
1500.732463, 64.755, 158.2404
1501.098674, 64.760, 158.2108
1501.464885, 64.766, 158.1812
1501.831096, 64.771, 158.1518
1502.197306, 64.777, 158.1224
1502.563517, 64.782, 158.0930
1502.929728, 64.787, 158.0638
1503.295939, 64.793, 158.0345
1503.662150, 64.798, 158.0054
1504.028361, 64.803, 157.9764
1504.394572, 64.809, 157.9475
1504.760783, 64.814, 157.9185
1505.126994, 64.819, 157.8897
1505.493205, 64.825, 157.8609
1505.859416, 64.830, 157.8323
1506.225627, 64.835, 157.8036
1506.591838, 64.840, 157.7751
1506.958049, 64.846, 157.7466
1507.324260, 64.851, 157.7182
1507.690471, 64.856, 157.6900
1508.056682, 64.861, 157.6617
1508.422893, 64.866, 157.6336
1508.789104, 64.872, 157.6055
1509.155315, 64.877, 157.5775
1509.521526, 64.882, 157.5496
1509.887737, 64.887, 157.5217
1510.253948, 64.892, 157.4939
1510.620159, 64.897, 157.4662
1510.986370, 64.902, 157.4386
1511.352581, 64.907, 157.4110
1511.718792, 64.912, 157.3835
1512.085003, 64.918, 157.3561
1512.451214, 64.923, 157.3288
1512.817425, 64.928, 157.3015
1513.183636, 64.933, 157.2743
1513.549846, 64.938, 157.2472
1513.916057, 64.943, 157.2202
1514.282268, 64.947, 157.1932
1514.648479, 64.952, 157.1664
1515.014690, 64.957, 157.1396
1515.380901, 64.962, 157.1129
1515.747112, 64.967, 157.0862
1516.113323, 64.972, 157.0597
1516.479534, 64.977, 157.0332
1516.845745, 64.982, 157.0068
1517.211956, 64.987, 156.9804
1517.578167, 64.992, 156.9542
1517.944378, 64.996, 156.9280
1518.310589, 65.001, 156.9019
1518.676800, 65.006, 156.8758
1519.043011, 65.011, 156.8499
1519.409222, 65.016, 156.8241
1519.775433, 65.020, 156.7983
1520.141644, 65.025, 156.7726
1520.507855, 65.030, 156.7469
1520.874066, 65.035, 156.7214
1521.240277, 65.039, 156.6959
1521.606488, 65.044, 156.6705
1521.972699, 65.049, 156.6452
1522.338910, 65.053, 156.6199
1522.705121, 65.058, 156.5948
1523.071332, 65.063, 156.5697
1523.437543, 65.067, 156.5447
1523.803754, 65.072, 156.5198
1524.169965, 65.077, 156.4950
1524.536175, 65.081, 156.4702
1524.902386, 65.086, 156.4455
1525.268597, 65.090, 156.4209
1525.634808, 65.095, 156.3964
1526.001019, 65.100, 156.3719
1526.367230, 65.104, 156.3476
1526.733441, 65.109, 156.3233
1527.099652, 65.113, 156.2991
1527.465863, 65.118, 156.2750
1527.832074, 65.122, 156.2509
1528.198285, 65.127, 156.2270
1528.564496, 65.131, 156.2031
1528.930707, 65.136, 156.1793
1529.296918, 65.140, 156.1556
1529.663129, 65.144, 156.1319
1530.029340, 65.149, 156.1084
1530.395551, 65.153, 156.0849
1530.761762, 65.158, 156.0615
1531.127973, 65.162, 156.0382
1531.494184, 65.167, 156.0150
1531.860395, 65.171, 155.9919
1532.226606, 65.175, 155.9688
1532.592817, 65.180, 155.9458
1532.959028, 65.184, 155.9229
1533.325239, 65.188, 155.9001
1533.691450, 65.193, 155.8774
1534.057661, 65.197, 155.8547
1534.423872, 65.201, 155.8321
1534.790083, 65.206, 155.8097
1535.156294, 65.210, 155.7872
1535.522505, 65.214, 155.7649
1535.888715, 65.218, 155.7427
1536.254926, 65.223, 155.7205
1536.621137, 65.227, 155.6984
1536.987348, 65.231, 155.6764
1537.353559, 65.235, 155.6546
1537.719770, 65.240, 155.6327
1538.085981, 65.244, 155.6110
1538.452192, 65.248, 155.5893
1538.818403, 65.252, 155.5678
1539.184614, 65.256, 155.5463
1539.550825, 65.260, 155.5248
1539.917036, 65.264, 155.5035
1540.283247, 65.269, 155.4823
1540.649458, 65.273, 155.4611
1541.015669, 65.277, 155.4400
1541.381880, 65.281, 155.4191
1541.748091, 65.285, 155.3982
1542.114302, 65.289, 155.3773
1542.480513, 65.293, 155.3566
1542.846724, 65.297, 155.3360
1543.212935, 65.300, 155.3154
1543.579146, 65.304, 155.2949
1543.945357, 65.308, 155.2745
1544.311568, 65.312, 155.2542
1544.677779, 65.316, 155.2339
1545.043990, 65.320, 155.2138
1545.410201, 65.324, 155.1938
1545.776412, 65.328, 155.1738
1546.142623, 65.332, 155.1539
1546.508834, 65.336, 155.1341
1546.875044, 65.340, 155.1143
1547.241255, 65.343, 155.0947
